DY
100
8
c0;c1;c2;c3;c4;c5;c6;c7;
T09_10.jpg; 0.999999963828; 0.196511779293; 5.9685441488; 5257.94480942; 1.45912886756; 0.0241297166612; 7412.64895833; 9
T24_40.jpg; 0.999999344404; 0.269771965431; 7.21401227327; 1235.04201167; 2.32357471088; 0.00803521874746; 2468.41919922; 24
T15_10.jpg; 0.999999882032; 0.203378864482; 6.59376386711; 2911.50644548; 1.65417242479; 0.0144288960139; 4432.55685547; 15
T20_40.jpg; 0.99999990767; -0.0605756795124; 6.18349651937; 3291.00423996; 1.76652805753; 0.018940991656; 5818.67263672; 20
T10_30.jpg; 0.99999983338; 0.0232920113381; 6.74484425865; 2449.83062023; 1.46665248588; 0.0127561556286; 3918.69100911; 10
T02_40.jpg; 0.999999496325; -0.434749025555; 7.03936254482; 1409.04420604; 1.73445323782; 0.00936069933573; 2875.60683594; 2
T17_10.jpg; 0.999999929455; -0.0105918652799; 6.23124247007; 3765.02478482; 1.43690162184; 0.018939227189; 5818.13059245; 17
T09_30.jpg; 0.999999638938; -0.53919306676; 6.81422982738; 1664.21234414; 1.7484416613; 0.011066854371; 3399.73766276; 9
T02_30.jpg; 0.999999524061; -0.368902835387; 7.05521981753; 1449.5207008; 1.67200858814; 0.00934891558753; 2871.98686849; 2
T05_30.jpg; 0.999999905678; -0.20908453926; 6.42287718437; 3256.07387076; 1.28110709968; 0.0166534891976; 5115.95188151; 5
T08_10.jpg; 0.999999328812; -0.490727882589; 7.16309658166; 1220.61213635; 1.86613257913; 0.00847026831309; 2602.06642578; 8
T08_20.jpg; 0.99999945993; -0.356202275488; 7.12492768416; 1360.73847319; 1.72727945823; 0.00889023475647; 2731.08011719; 8
T20_10.jpg; 0.999999980942; 0.119114619173; 5.41012268127; 7243.79516479; 1.57511907006; 0.0360545661926; 11075.9627344; 20
T13_10.jpg; 0.999999862159; 0.192914307648; 6.66903926095; 2693.4605314; 1.55246401072; 0.0135338702732; 4157.60494792; 13
T13_20.jpg; 0.999999906822; 0.0351498787426; 6.52250516772; 3275.98701049; 1.40054676781; 0.0159509158028; 4900.12133464; 13
T12_40.jpg; 0.999999553548; -0.189109829734; 7.05567754818; 1496.62289324; 1.71216421708; 0.00939448844062; 2885.98684896; 12
T07_10.jpg; 0.999999935231; 0.221344329458; 6.31220461619; 3929.29957921; 1.46643343736; 0.0182995755937; 5621.6296224; 7
T24_10.jpg; 0.999999632716; 0.471260781119; 7.2593266285; 1650.05594246; 1.75139518194; 0.00840307653215; 2581.42511068; 24
T02_10.jpg; 0.999999441426; -0.508145100256; 7.10495783732; 1338.01061877; 1.75820460469; 0.00896624033186; 2754.42902995; 2
T06_10.jpg; 0.999999968917; 0.0726867080659; 5.86349450079; 5672.05991244; 1.40420291765; 0.0265056925456; 8142.54875; 6
T03_30.jpg; 0.999999803344; 0.146847705965; 6.99662203802; 2254.99692983; 1.44611886738; 0.0109330998739; 3358.64828125; 3
T04_10.jpg; 0.999999912684; -0.135199761989; 6.2518290532; 3384.17815543; 1.43811345117; 0.0180076616075; 5531.95364583; 4
T08_30.jpg; 0.99999925534; -0.435207160492; 7.23313569892; 1158.83261717; 1.87512205411; 0.00804037797716; 2470.00411458; 8
T24_20.jpg; 0.999998811121; -0.0222055630535; 7.37035163215; 917.129894755; 2.18663449523; 0.00689850582547; 2119.22098958; 24
T07_40.jpg; 0.999999920493; 0.222343319629; 6.36965480017; 3546.48690534; 1.64561616627; 0.0171516636319; 5268.99106771; 7
T09_40.jpg; 0.999999527489; -0.47387586324; 6.98604894796; 1454.76926129; 1.72900041922; 0.00971832319895; 2985.46888672; 9
T21_10.jpg; 0.99999960559; -0.492025789581; 6.89592244177; 1592.30351376; 1.7068510591; 0.0104102102915; 3198.01660156; 21
T12_10.jpg; 0.999999556184; -0.236582087214; 7.01986362999; 1501.06188885; 1.79023701308; 0.00959060351054; 2946.23339844; 12
T07_20.jpg; 0.999999940444; 0.296986899119; 6.31795855245; 4097.66287446; 1.62307771862; 0.0186444811503; 5727.58460937; 7
T15_30.jpg; 0.999999836497; -0.0201336494229; 6.78136654812; 2473.07348345; 1.3703146074; 0.0127246758143; 3909.02041016; 15
T19_10.jpg; 0.99999869521; -0.636953035884; 7.40056149338; 875.446155811; 2.20087878412; 0.00686441870795; 2108.74942708; 19
T20_20.jpg; 0.999999868849; -0.242781430693; 6.31278306482; 2761.29902949; 1.76584745833; 0.0168243680742; 5168.4458724; 20
T18_30.jpg; 0.999998955293; -0.51318115477; 7.32559425218; 978.368691913; 1.99664631324; 0.00730214292738; 2243.21830729; 18
T25_20.jpg; 0.999999691605; 0.339274319753; 6.9745302472; 1800.71895268; 2.25459324694; 0.0101515499751; 3118.55615234; 25
T21_30.jpg; 0.99999991822; 0.0730857085274; 6.44300742207; 3496.84254506; 1.37631355139; 0.0167390431934; 5142.23406901; 21
T12_20.jpg; 0.999999622492; -0.310439354076; 6.98139036677; 1627.56025519; 1.65656525292; 0.0100848649555; 3098.07051432; 12
T21_40.jpg; 0.999999440543; -0.470968329639; 7.05444878597; 1336.95423618; 1.77926844024; 0.00908767375946; 2791.73337891; 21
T10_40.jpg; 0.999999827751; -0.0828698827307; 6.7206624755; 2409.46746832; 1.41445174319; 0.0129047435337; 3964.33721354; 10
T01_30.jpg; 0.999997402914; -0.251149385915; 7.54821598547; 620.520657002; 2.31079413295; 0.00582252519396; 1788.67973958; 1
T15_20.jpg; 0.999999800626; -0.0491590166936; 6.88027568259; 2239.57289436; 1.35333289113; 0.0116309218936; 3573.01920573; 15
T01_10.jpg; 0.999996604384; -0.384220400462; 7.61240716848; 542.675233633; 2.46545368898; 0.00550608874427; 1691.47046224; 1
T16_20.jpg; 0.999999131377; -0.188111841335; 7.30612274338; 1072.96146506; 1.82626045938; 0.00744765288035; 2287.91896484; 16
T06_30.jpg; 0.999999932421; 0.12925327374; 6.23881141197; 3846.76269509; 1.46971068926; 0.0187674028185; 5765.34614583; 6
T17_30.jpg; 0.999999946814; -0.034009076882; 6.03385762955; 4336.12303781; 1.36533601589; 0.0217823700799; 6691.54408854; 17
T13_30.jpg; 0.999999875048; 0.181357863876; 6.64786256015; 2828.96636587; 1.51021217559; 0.0139572775311; 4287.67565755; 13
T10_10.jpg; 0.999999845953; 0.0904078245621; 6.69358502729; 2547.84484835; 1.54964162136; 0.0131783274333; 4048.3821875; 10
T11_40.jpg; 0.999999441804; -0.672105603741; 7.07616858904; 1338.46306207; 1.95960016524; 0.00917674615648; 2819.09641927; 11
T01_20.jpg; 0.999998403276; -0.781822413458; 7.3290033237; 791.379373619; 2.47538162803; 0.00699168215858; 2147.84475911; 1
T03_40.jpg; 0.999999157044; 0.61867891803; 7.43442478088; 1089.1743071; 2.35610395567; 0.00676342750125; 2077.72492839; 3
T06_20.jpg; 0.999999967893; 0.0427897098188; 5.8278887881; 5580.87754905; 1.37251938195; 0.026562275166; 8159.93093099; 6
T23_20.jpg; 0.999999359793; -0.298053427252; 7.13658034079; 1249.79723122; 1.89389070772; 0.00853315327962; 2621.3846875; 23
T05_20.jpg; 0.999999939617; 0.349508115623; 6.33174622809; 4069.51994152; 1.6496164751; 0.0182944182714; 5620.04529297; 5
T06_40.jpg; 0.999999974854; 0.112057237273; 5.72885721994; 6306.19375768; 1.4088426117; 0.0291100634469; 8942.61149089; 6
T04_30.jpg; 0.999999961523; -0.0125261231693; 5.78628804498; 5097.96498201; 1.39319628436; 0.0256816405402; 7889.39997396; 4
T05_40.jpg; 0.999999961421; 0.394759750216; 6.14551192677; 5091.23243234; 1.69493819062; 0.0218973678589; 6726.87140625; 5
T03_10.jpg; 0.999999687376; -0.0440395733091; 7.12598951805; 1788.49985475; 1.4496414823; 0.00955166649289; 2934.27194661; 3
T05_10.jpg; 0.999999939564; 0.331281465308; 6.39417858374; 4067.73247151; 1.61280270583; 0.0180802377701; 5554.24904297; 5
T22_40.jpg; 0.999999588569; -0.487118683405; 6.94185601892; 1559.01865483; 1.61901254281; 0.0101188006507; 3108.4955599; 22
T02_20.jpg; 0.999998854249; -0.567686882813; 7.41202274608; 934.231801273; 1.92335777389; 0.00689470104641; 2118.05216146; 2
T22_20.jpg; 0.999998894485; -0.69207497834; 7.26891254285; 951.080680788; 2.37087832596; 0.0075315618515; 2313.69580078; 22
T14_40.jpg; 0.999999364921; -0.174336412155; 7.2170623234; 1254.83307509; 1.68275491408; 0.00815837639703; 2506.25322917; 14
T14_20.jpg; 0.999998691168; -0.670007934054; 7.31357082509; 874.093344769; 2.41197969427; 0.007176205847; 2204.5304362; 14
T13_40.jpg; 0.999999935013; 0.276007079947; 6.42263532962; 3922.70210545; 1.49645417951; 0.0175433912277; 5389.32978516; 13
