DY
100
9
c0;c1;c2;c3;c4;c5;c6;c7;c8;
T04_372314.jpg; 0.475998014876; 7.31847843387; 1.0; 0.209727036559; 1.00350151202; 15.211841477; 0.119055841626; 1.0; 4
T01_2045.jpg; 0.558671693541; 16.8823143532; 1.0; 0.249693558951; 2.12437680399; 15.2768302283; 0.0842120624598; 1.0; 1
T05_3253.jpg; 0.0127777102843; 0.327824829581; 1.0; 0.00174008301183; 0.0376988225573; 42.9382359017; 0.164081497465; 1.0; 5
T03_2998.jpg; 1.30677371017; 6.38834951456; 1.0; 0.618171373895; 0.747572815534; 9.41980582524; 0.367376311517; 1.0; 3
T05_3237.jpg; 0.0175003934254; 0.770539722309; 1.0; 0.0015005561732; 0.0923896022549; 35.2020043846; 0.0966443509347; 1.0; 5
T04_372298.jpg; 0.0850539373201; 45.6331785564; 1.0; 0.0119150995605; 5.47952722668; 16.8509919797; 0.232378133842; 1.0; 4
T05_3184.jpg; 0.0929839925712; 11.2334184977; 1.0; 0.0326943392592; 1.31752682678; 29.9135411344; 0.0953785801999; 1.0; 5
T05_3166.jpg; 0.0759448260405; 3.31511186154; 1.0; 0.0274559104864; 0.387294216969; 32.4508231321; 0.079834309814; 1.0; 5
T01_1891.jpg; 0.0220522253781; 2.52332207683; 1.0; 0.00173856135941; 0.292634022794; 33.1743351625; 0.124322943515; 1.0; 1
T05_3195.jpg; 0.0624673659487; 4.67194685743; 1.0; 0.0203171555177; 0.577107818089; 33.5427695452; 0.129851062013; 1.0; 5
T03_3028.jpg; 0.808871512347; 7.49009176752; 1.0; 0.377235535071; 0.881500199495; 17.5023274372; 0.151753430919; 1.0; 3
T01_2538.jpg; 0.788266946427; 16.2825242718; 1.0; 0.362319261384; 1.93495145631; 13.5708737864; 0.138909946743; 1.0; 1
T04_372307.jpg; 0.408049137893; 22.427184466; 1.0; 0.175881579412; 2.74823779758; 16.9469344328; 0.0831662682759; 1.0; 4
T02_2166.jpg; 0.365912654994; 24.4077669903; 1.0; 0.154680794866; 2.93867313916; 18.9475728155; 0.0529647259664; 1.0; 2
T05_3146.jpg; 0.0255768664937; 6.7996659359; 1.0; 0.00223709135526; 0.778369349619; 32.9261927132; 0.0865859403946; 1.0; 5
T04_372297.jpg; 0.835280317208; 15.5352750809; 1.0; 0.385854023867; 1.86951456311; 12.9553398058; 0.162240261413; 1.0; 4
T01_2544.jpg; 0.64145023264; 5.50350251936; 1.0; 0.298854726596; 0.655892835197; 23.205604031; 0.103951111035; 1.0; 1
T05_3170.jpg; 0.0415127530434; 15.7201350781; 1.0; 0.00410864395051; 1.86903756859; 26.527648797; 0.071380235706; 1.0; 5
T04_372312.jpg; 0.639352901258; 5.58399529273; 1.0; 0.292039801247; 0.801265077964; 17.4874963224; 0.112690500235; 1.0; 4
T05_3167.jpg; 0.0168263842749; 1.943858168; 1.0; 0.00141281830714; 0.222773322077; 39.4225411566; 0.101734719478; 1.0; 5
T05_3171.jpg; 0.0370764194316; 3.07506002714; 1.0; 0.00975826207764; 0.358910115878; 35.4792775864; 0.136480792835; 1.0; 5
T03_3024.jpg; 1.20113121747; 12.929424944; 1.0; 0.562714825149; 1.55277570326; 7.20537714712; 0.303814030599; 1.0; 3
T05_3151.jpg; 0.0283440491799; 1.05559529893; 1.0; 0.0051843573315; 0.127950945324; 32.1062851303; 0.141355620026; 1.0; 5
T05_3187.jpg; 0.0243537373775; 0.136438752324; 1.0; 0.00178278311975; 0.0148729601322; 31.829787234; 0.103306250094; 1.0; 5
T01_2044.jpg; 0.496583666669; 13.0032752369; 1.0; 0.223903451493; 1.58462978126; 19.6448707451; 0.0738928558386; 1.0; 1
T02_2170.jpg; 0.0578309488899; 26.7202496533; 1.0; 0.00585375750325; 3.1399445215; 20.6069348128; 0.0882117801405; 1.0; 2
T03_3049.jpg; 1.00192147225; 6.62057202834; 1.0; 0.471918508241; 0.771975859355; 15.8268171084; 0.219466244222; 1.0; 3
T03_2986.jpg; 1.19185489357; 12.5448315248; 1.0; 0.557990565495; 1.5208452313; 6.92404340377; 0.30258233771; 1.0; 3
T05_3244.jpg; 0.0392777075164; 11.4733943241; 1.0; 0.00394128347001; 1.37163928305; 26.0403286034; 0.12264746676; 1.0; 5
T03_3048.jpg; 1.10786423563; 8.38183605752; 1.0; 0.519938558902; 1.02494776945; 10.3576256606; 0.260602637012; 1.0; 3
T05_3196.jpg; 0.169247464696; 13.6268467708; 1.0; 0.0649480851002; 1.63307302659; 22.5141409878; 0.0721825336087; 1.0; 5
T03_2989.jpg; 0.973403617408; 13.3796257211; 1.0; 0.452183974524; 1.62923877867; 10.452793021; 0.201377389803; 1.0; 3
T04_372299.jpg; 0.544127668766; 24.0118662352; 1.0; 0.240060947915; 2.98260517799; 14.0755124056; 0.120113956645; 1.0; 4
T02_2168.jpg; 0.320837049354; 17.0610980917; 1.0; 0.135876836048; 2.01188483428; 21.3471710747; 0.0378609730437; 1.0; 2
T05_3179.jpg; 0.015571810932; 3.95991230817; 1.0; 0.00146525499625; 0.463827121829; 41.1617079027; 0.156441942277; 1.0; 5
T01_2526.jpg; 0.895894718013; 20.1129854369; 1.0; 0.411774652779; 2.4479368932; 9.5145631068; 0.172726399755; 1.0; 1
T05_3212.jpg; 0.0303122788857; 2.34104523859; 1.0; 0.00706070880116; 0.268746126833; 37.412104937; 0.0685477592524; 1.0; 5
T04_372296.jpg; 0.626784490632; 11.9577158917; 1.0; 0.288371614977; 1.48275421564; 20.2330097087; 0.0982467585537; 1.0; 4
T02_2147.jpg; 0.478484754446; 14.3061000183; 1.0; 0.212110151816; 1.81864810405; 18.6261220004; 0.0598877253845; 1.0; 2
T01_1893.jpg; 0.0302885170129; 6.92153754706; 1.0; 0.00261406114074; 0.824648305924; 29.4519516544; 0.0873076614596; 1.0; 1
T03_3034.jpg; 0.949451473251; 9.0934964756; 1.0; 0.445270710428; 1.08378773773; 16.2234339673; 0.191865459212; 1.0; 3
T05_3203.jpg; 0.354392864988; 14.3287543896; 1.0; 0.155558834164; 1.77122495352; 23.1778558149; 0.0722234992616; 1.0; 5
T03_3016.jpg; 0.936351286277; 21.0183535045; 1.0; 0.430383405246; 2.51682404575; 8.50964223966; 0.200762015122; 1.0; 3
T05_3173.jpg; 0.0422726190761; 9.52917731221; 1.0; 0.00632619420385; 1.14971895759; 28.5440981094; 0.0802273614443; 1.0; 5
T02_2164.jpg; 0.346271217305; 12.3088765603; 1.0; 0.149954823438; 1.53786407767; 24.1375866852; 0.0408947735942; 1.0; 2
T04_372302.jpg; 0.67669201892; 29.5372168285; 1.0; 0.302446533833; 3.59935275081; 10.3857605178; 0.150250049748; 1.0; 4
T03_3017.jpg; 0.865959309987; 22.3887778412; 1.0; 0.395103129765; 2.7301541976; 8.80068532267; 0.174126370148; 1.0; 3
T05_3161.jpg; 0.0522061077037; 4.92285207224; 1.0; 0.0154523397291; 0.574590249504; 33.0898841215; 0.070499340755; 1.0; 5
T05_3147.jpg; 0.0391850309093; 14.1645150966; 1.0; 0.00370455312702; 1.66424837299; 26.8840285928; 0.0745203395089; 1.0; 5
T03_2984.jpg; 0.770089149212; 6.30044607715; 1.0; 0.358623908163; 0.756494358436; 18.3720808187; 0.140028337091; 1.0; 3
T05_3225.jpg; 0.0610462178167; 1.2791547687; 1.0; 0.0188016977348; 0.171559109081; 28.619988578; 0.139654553276; 1.0; 5
