TRA_T01_01.jpg: 1773.64894531, 585.753847071, -0.715106949862, 2.49467954948, 0.00577359682719, 7.55839166826, 0.999997085471;
TRA_T01_02.jpg: 1624.38049479, 445.889819253, -0.841005211309, 3.34183667748, 0.00528769692315, 7.64746436517, 0.999994970293;
TRA_T01_03.jpg: 2070.93011719, 874.171147285, -0.473368618353, 1.88042514265, 0.00674130897522, 7.41209695133, 0.999998691401;
TRA_T01_04.jpg: 1772.65454427, 573.463474391, -0.784114451367, 2.75745577689, 0.00577035984463, 7.55804235734, 0.999996959205;
TRA_T01_05.jpg: 1874.91323568, 661.955483533, -0.521266891799, 2.19954689545, 0.00610323318905, 7.49127356321, 0.999997717864;
TRA_T01_06.jpg: 2069.4615625, 748.223432648, -0.768779390037, 2.55966378247, 0.00673652852376, 7.37708528255, 0.999998213773;
TRA_T01_07.jpg: 2339.61694661, 907.04009502, -0.656420302294, 2.38284168707, 0.00761594058143, 7.22854775748, 0.999998784524;
TRA_T01_08.jpg: 2429.21539714, 988.526740342, -0.673627566905, 2.23374755449, 0.00790760220422, 7.19689246474, 0.999998976653;
TRA_T01_09.jpg: 1935.28746745, 657.259111469, -0.757671746494, 2.72402776642, 0.00629976389143, 7.44806653666, 0.999997685134;
TRA_T01_10.jpg: 1691.47046224, 542.675233633, -0.384220400462, 2.46545368898, 0.00550608874427, 7.61240716848, 0.999996604384;
TRA_T01_11.jpg: 1557.20102214, 350.743799644, -1.66747916077, 6.59008090775, 0.00506901374393, 7.69186561867, 0.999991871387;
TRA_T01_12.jpg: 1587.77538411, 393.980822188, -1.28201380489, 5.14028360492, 0.00516853966183, 7.67485045431, 0.99999355761;
TRA_T01_13.jpg: 1639.16296224, 504.631132107, -0.326639055521, 2.98542850637, 0.00533581693437, 7.65049146972, 0.999996073097;
TRA_T01_14.jpg: 1604.30656901, 387.658676148, -1.43299636364, 5.48103401141, 0.00522235211266, 7.65700960284, 0.999993345766;
TRA_T01_15.jpg: 1495.65811849, 453.81965157, 0.279125996948, 3.33232812829, 0.00486867877112, 7.76565024828, 0.99999514453;
TRA_T01_16.jpg: 1505.39733073, 310.046373662, -2.15449527752, 8.35261603296, 0.00490038193597, 7.7325911513, 0.999989597394;
TRA_T01_17.jpg: 1561.16173828, 388.699676748, -0.976895999868, 5.10157245953, 0.00508190670013, 7.69509479562, 0.99999338136;
TRA_T01_18.jpg: 1549.39804687, 490.292388008, -0.138313876869, 2.6875320645, 0.00504361343384, 7.72709809598, 0.999995840052;
TRA_T01_19.jpg: 1606.67536458, 601.055614732, -0.0547882677513, 1.90066804964, 0.00523006303575, 7.70539449071, 0.999997231978;
TRA_T01_20.jpg: 2147.84475911, 791.379373619, -0.781822413458, 2.47538162803, 0.00699168215858, 7.3290033237, 0.999998403276;
TRA_T01_21.jpg: 1921.00320312, 681.740509257, -0.768312524257, 2.6145883598, 0.00625326563517, 7.47603898044, 0.999997848403;
TRA_T01_22.jpg: 2268.80085938, 826.298372031, -0.791640259303, 2.60491452298, 0.00738541946411, 7.25270789247, 0.999998535378;
TRA_T01_23.jpg: 2049.46712891, 704.521646429, -0.914803348505, 2.84766765892, 0.00667144247691, 7.3805078026, 0.9999979853;
TRA_T01_24.jpg: 1896.54542969, 644.036351594, -0.821621216863, 2.63554868789, 0.00617365048726, 7.47809804527, 0.999997589106;
TRA_T01_25.jpg: 1916.84291667, 691.335133611, -0.618371053967, 2.30421596656, 0.00623972303602, 7.47194460461, 0.99999790771;
TRA_T01_26.jpg: 2460.38589844, 1159.10957647, -0.498629235037, 1.79407475997, 0.00800906867981, 7.23605265284, 0.999999255695;
TRA_T01_27.jpg: 2931.93371094, 1345.48315261, -0.516767787114, 1.93506471892, 0.00954405504862, 6.98646774559, 0.999999447613;
TRA_T01_28.jpg: 1834.93490885, 561.176414002, -1.02855263151, 3.33846033804, 0.00597309540643, 7.50258440648, 0.99999682459;
TRA_T01_29.jpg: 1580.94567057, 415.520028729, -0.820355953134, 3.54833930276, 0.0051463075214, 7.67941143539, 0.9999942082;
TRA_T01_30.jpg: 1788.67973958, 620.520657002, -0.251149385915, 2.31079413295, 0.00582252519396, 7.54821598547, 0.999997402914;
